iso3,variable,years,n_obs,from_workbook,source_name,source_url,retrieval,local_file,note,outcome,superseded_source_name,superseded_source_url
PHL,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PHL,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PHL,foreign_nationals,2010-2010,1,FILE2,National Statistics Office (Philippines) - 2010 Census of Population and Housing (reported by SunStar),https://www.sunstar.com.ph/bacolod/nearly-200000-foreigners-living-in-philippines-census,ARCHIVED,foreign_nationals__8847422287__www.sunstar.com.ph.html,,DOWNLOADED,,
PHL,foreign_nationals,2020-2020,1,FILE2,Philippine Statistics Authority - Foreign Citizens in the Country (2020 Census of Population and Housing),https://psa.gov.ph/content/foreign-citizens-country-2020-census-population-and-housing,ARCHIVED,foreign_nationals__PSA_2020CPH_foreign_citizens_SCREENSHOT.jpg,"A bot check blocks scripted clients. Captured in an interactive browser: the page states 78,396 foreign citizens in 2020, matching the workbook exactly.",RECOVERED_SCREENSHOT,,
PHL,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PHL,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=PL&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
POL,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=PT&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
PRT,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
RUS,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
RUS,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
RUS,irregular_stock,2020-2020,1,FILE2,"Russian Ministry of Internal Affairs (MVD) data, reported by The Moscow Times, 16 April 2021",https://www.themoscowtimes.com/2021/04/16/russia-tells-illegal-migrants-from-post-soviet-countries-to-leave-by-june-15-a73623,ARCHIVED,irregular_stock__dcc58afd38__www.themoscowtimes.com.html,,DOWNLOADED,,
RUS,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
RUS,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SUR,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SUR,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SUR,foreign_born,2012-2012,1,FILE2,General Bureau of Statistics Suriname (ABS) - Census 8 (2012) Volume 1 Demographic and Social Characteristics and Migration,https://statistics-suriname.org/wp-content/uploads/2019/05/Publicatie-Census-8-Volume-1-Demografische-en-Sociale-Karakteristieken-en-Migratie.pdf,ARCHIVED,foreign_born__f68b5eee2a__statistics-suriname.org.pdf,,DOWNLOADED,,
SUR,foreign_nationals,2012-2012,1,FILE2,General Bureau of Statistics Suriname (ABS) - Census 8 (2012) Volume 1 Demographic and Social Characteristics and Migration,https://statistics-suriname.org/wp-content/uploads/2019/05/Publicatie-Census-8-Volume-1-Demografische-en-Sociale-Karakteristieken-en-Migratie.pdf,ARCHIVED,foreign_born__f68b5eee2a__statistics-suriname.org.pdf,,DOWNLOADED,,
SUR,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SUR,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=SK&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVK,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=SI&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SVN,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=SE&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
SWE,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
THA,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
THA,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
THA,foreign_nationals,2018-2018,1,FILE2,IOM / United Nations Thailand - Thailand Migration Report 2019 (Table 1.1 Estimated non-Thai population in Thailand),https://thailand.un.org/en/download/13750/50831,ARCHIVED,foreign_nationals__310b4a2752__thailand.un.org.pdf,,DOWNLOADED,,
THA,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
THA,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TUR,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TUR,foreign_born,2014-2022,9,FILE2,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/TUR.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TUR,foreign_nationals,2010-2022,13,FILE2,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/TUR.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TUR,irregular_proxy_detections,2010-2022,7,FILE2,Presidency of Migration Management / Goc Idaresi Baskanligi (GIB) figures reported by Demiroren Haber Ajansi (DHA),https://www.dha.com.tr/gundem/guzel-yasam-icin-hedef-ulke-turkiyede-20-yilda-2-6-milyon-duzensiz-gocmen-yakalandi-2478884,ARCHIVED,irregular_proxy_detections__95138086f6__www.dha.com.tr.html,,DOWNLOADED,,
TUR,irregular_proxy_detections,2021-2021,1,FILE2,Presidency of Migration Management / Goc Idaresi Baskanligi (GIB) data tabulated in Turkiye'nin Duzensiz Gocle Mucadele Stratejisine Iliskin Bir Degerlendirme (DergiPark),https://dergipark.org.tr/tr/download/article-file/3843070,ARCHIVED,irregular_proxy_detections__d15f6a7c52__dergipark.org.tr.pdf,,DOWNLOADED,,
TUR,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TUR,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TWN,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TWN,foreign_nationals,2012-2021,10,FILE2,"Taiwan Ministry of the Interior, Department of Statistics (內政統計通報), foreign residents 外僑居留人數",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8xNjA3NS8yZTk5ODk4OC05MTI4LTQ3Y2MtYTUwZi0yZjIwNzkzODk4ZDUucGRm&n=Mi7lpJbnsY3kurrlo6sucGRm&icon=.pdf,ARCHIVED,foreign_nationals__5669f2f014__ws.moi.gov.tw.pdf,,DOWNLOADED,,
TWN,foreign_nationals,2022-2022,1,FILE2,"Taiwan Ministry of the Interior, Department of Statistics (內政統計通報), foreign residents 外僑居留人數",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8yMTkxNi9jYmRkNDNlYy0wOGU0LTRjMzMtOTBjMy05MGYyOGEyZjE3NDIucGRm&n=MTE05bm056ysMTbpgLHlhafmlL%2FntbHoqIjpgJrloLFf5aSW5YOR566h55CGLnBkZg%3D%3D&icon=.pdf,ARCHIVED,foreign_nationals__8280cc6d01__ws.moi.gov.tw.pdf,,DOWNLOADED,,
TWN,foreign_workers,2011-2011,1,FILE2,"Ministry of Labor (勞動部) Labour Statistics Database, monthly statistics Table 12-2 ""Foreign Workers in Taiwan by Work Responsibilities""",https://statdb.mol.gov.tw/html/mon/c12020.pdf,ARCHIVED,foreign_workers__d0a0269c40__statdb.mol.gov.tw.pdf,,DOWNLOADED,,
TWN,irregular,2012-2018,7,FILE1,Taiwan Legislative Yuan report citing National Immigration Agency data (2019),https://www.ly.gov.tw/Pages/Detail.aspx?nodeid=33342&pid=184411,ARCHIVED,irregular__539a03cf36__www.ly.gov.tw.html,,DOWNLOADED,,
TWN,irregular,2019-2021,3,FILE1,Taiwan Legislative Yuan report citing National Immigration Agency data (2021),https://www.ly.gov.tw/Pages/Detail.aspx?nodeid=45128&pid=211927,ARCHIVED,irregular__40806cb930__www.ly.gov.tw.html,,DOWNLOADED,,
TWN,irregular_proxy_overstayers,2011-2022,7,FILE2,"Ministry of Labor, Republic of China (Taiwan), Monthly Bulletin of Labour Statistics, Table 12-7 Status of the Missing Foreign Workers by Nationality (表 12-7 失聯移工概況—按國籍分)",https://statdb.mol.gov.tw/html/mon/212070.pdf,ARCHIVED,irregular_proxy_overstayers__0756fa9f58__statdb.mol.gov.tw.pdf,,DOWNLOADED,,
TWN,irregular_proxy_overstayers,2014-2018,5,FILE2,"National Immigration Agency (內政部移民署), reported by the Legislative Yuan Budget Center",https://www.ly.gov.tw/Pages/Detail.aspx?nodeid=33580&pid=188916,ARCHIVED,irregular_proxy_overstayers__5d0d32cf1c__www.ly.gov.tw.html,,DOWNLOADED,,
TWN,population,2010-2016,7,FILE2,"內政部統計處 內政統計年報 108年版 (MOI Dept. of Statistics, Statistical Yearbook of Interior, 2019 ed.)",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8xMzMzNy9jNDg1YjU2OC1lNWU2LTRkYTItYWIwZS1lMTJlNmVmZjBkZTIucGRm&n=MTA45bm05YWn5pS%2f57Wx6KiI5bm05aCx6Zu75a2Q5pu4LnBkZg%3d%3d&icon=.pdf,ARCHIVED,population__19060caafa__ws.moi.gov.tw.pdf,,DOWNLOADED,,
TWN,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
TWN,population,2017-2022,6,FILE2,"內政部統計處 內政統計月報 115年5月 (MOI Dept. of Statistics, Monthly Bulletin of Interior Statistics, May 2026)",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8yMzQ1NC85M2FlNzY2MC0xMDEwLTQxNGQtOGQ4NC00NjM3ZDE2ZjY4ZTcucGRm&n=MTE1MDUucGRm,ARCHIVED,population__0c3445011b__ws.moi.gov.tw.pdf,,DOWNLOADED,,
